	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
8	inanim-inanim	taxi	by	bus	malfunctions	suddenly	GSLS_sing_semantic	The taxi by the bus malfunctions suddenly.	0	4703106084	4478068	19370874	327422	58025537	2	4	3	12	8	semantic
9	anim-anim	nurses	beside	farmers	loves	yachting	GDLD_C_plur_syntactic	The nurses that the farmers loves die.	1	29718597	14176931	33753767	12028067	382785	6	6	7	5	8	syntactic
4	anim-anim	athlete	near	vets	fears	dancing	GSLD_C_sing_syntactic	The athlete that the vets fears sits.	1	154954539	3419291	262330	17721106	15565681	4	7	4	5	7	syntactic
6	anim-anim	waiter	by	doctor	avoid	cycling	GDLD_sing_syntactic	The waiter by the doctor avoid cycling.	1	4703106084	3340926	52110730	60713817	2334761	2	6	6	5	7	syntactic
7	inanim-inanim	truck	beside	car	prefers	acting	GDLD_sing_semantic	The truck beside the car prefers acting.	1	29718597	14274010	71566944	4149558	38536231	6	5	3	7	6	semantic
8	anim-anim	builder	beside	baker	fear	skiing	GDLD_C_sing_syntactic	The builder that the baker fear sits.	1	29718597	4915470	13610150	83025936	1934331	6	7	5	4	6	syntactic
0	inanim-inanim	cars	beside	buses	leak	suddenly	GSLS_plur_semantic	The cars beside the buses leak suddenly.	0	29718597	24371897	4213326	3272091	58025537	6	4	5	4	8	semantic
6	anim-anim	barbers	by	painters	avoids	farming	GDLD_plur_syntactic	The barbers by the painters avoids farming.	1	4703106084	607437	7084827	3608938	15602571	2	7	8	6	7	syntactic
2	anim-anim	nurses	by	painters	like	gambling	GSLS_plur_syntactic	The nurses by the painters like gambling.	0	4703106084	14176931	7084827	709849832	6130169	2	6	8	4	8	syntactic
5	inanim-anim	scooter	beside	nurse	prefers	knitting	GDLS_sing_semantic	The scooter beside the nurse prefers knitting.	1	29718597	405037	23875250	4149558	2033048	6	7	5	7	8	semantic
8	anim-anim	teachers	near	barber	detest	driving	GSLD_plur_syntactic	The teachers near the barber detest driving.	0	154954539	73279702	4668021	740903	25592961	4	8	6	6	7	syntactic
0	anim-inanim	lawyers	near	vans	malfunction	abruptly	GDLS_plur_semantic	The lawyers near the vans malfunction abruptly.	1	154954539	15702570	963840	818548	7262021	4	7	4	11	8	semantic
5	anim-anim	barbers	near	actors	hates	sailing	GDLD_C_plur_syntactic	The barbers that the actors hates sit.	1	154954539	607437	18120032	2416713	8731451	4	7	6	5	7	syntactic
1	anim-anim	dentists	by	lawyers	dislike	spinning	GSLS_plur_semantic	The dentists by the lawyers dislike spinning.	0	4703106084	1487700	15702570	6703610	6978676	2	8	7	7	8	semantic
