	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1315321	anim-anim	pilots	that	chefs	know	die	GSLS_C_plur_syntactic	The pilots that the chefs know die.	0	8000768228	5455700	752773	405542218	104147370	4	6	5	4	3	syntactic	0	0
4979489	anim-anim	pilots	that	tailor	love	sit	GSLD_C_plur_syntactic	The pilots that the tailor love sit.	1	8000768228	5455700	3371396	210137973	40245691	4	6	6	4	3	syntactic	0	0
9281145	anim-anim	nurses	that	bankers	knows	die	GDLD_C_plur_syntactic	The nurses that the bankers knows die.	1	8000768228	14176931	6179440	50729807	104147370	4	6	7	5	3	syntactic	0	0
1375971	anim-inanim	athlete	near	scooter	admires	honesty	GSLD_sing_semantic	The athlete near the scooter admires honesty.	0	154954539	3419291	405037	929819	7341751	4	7	7	7	7	semantic	0	0
8078233	anim-anim	author	that	vets	know	laughs	GDLS_C_sing_syntactic	The author that the vets know laughs.	0	8000768228	99092074	262330	405542218	2942362	4	6	4	4	6	syntactic	0	0
518434	anim-anim	dentists	near	teachers	know	japanese	GSLS_plur_syntactic	The dentists near the teachers know Japanese.	0	154954539	1487700	73279702	405542218	65199997	4	8	8	4	8	syntactic	0	144
2846946	anim-anim	barber	by	doctors	loves	skiing	GSLD_sing_syntactic	The barber by the doctors loves skiing.	0	4703106084	4668021	19521968	12028067	1934331	2	6	7	5	6	syntactic	0	0
2156081	anim-anim	lawyers	that	tailors	hate	cry	GSLS_C_plur_syntactic	The lawyers that the tailors hate cry.	0	8000768228	15702570	1121681	16538862	24708519	4	7	7	4	3	syntactic	0	0
6599732	anim-anim	actors	near	barber	dislikes	cooking	GDLS_plur_syntactic	The actors near the barber dislikes cooking.	1	154954539	18120032	4668021	1451937	13672366	4	6	6	8	7	syntactic	0	0
10602082	anim-anim	baker	beside	waiter	know	japanese	GDLD_sing_syntactic	The baker beside the waiter know Japanese.	1	29718597	13610150	3340926	405542218	65199997	6	5	6	4	8	syntactic	0	0
