	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1065878	anim-anim	athletes	by	barbers	dislike	shopping	GSLS_plur_syntactic	The athletes by the barbers dislike shopping.	0	4703106084	4726603	607437	6703610	11206466	2	8	7	7	8	syntactic	0	0
6332966	anim-anim	bankers	near	author	dislikes	sailing	GDLS_plur_syntactic	The bankers near the author dislikes sailing.	1	154954539	6179440	99092074	1451937	8731451	4	7	6	8	7	syntactic	0	0
2015824	anim-anim	teachers	near	plumbers	like	farming	GSLS_plur_syntactic	The teachers near the plumbers like farming.	0	154954539	73279702	543869	709849832	15602571	4	8	8	4	7	syntactic	100	0
1332835	inanim-inanim	trucks	near	vans	brake	suddenly	GSLS_plur_semantic	The trucks near the vans brake suddenly.	0	154954539	6808013	963840	4685005	58025537	4	6	4	5	8	semantic	0	0
1437851	inanim-anim	vans	beside	teachers	dislike	shopping	GDLS_plur_semantic	The vans beside the teachers dislike shopping.	1	29718597	963840	73279702	6703610	11206466	6	4	8	7	8	semantic	0	0
1384960	anim-inanim	doctor	beside	crane	likes	farming	GSLD_sing_semantic	The doctor beside the crane likes farming.	0	29718597	52110730	5664326	9285296	15602571	6	6	5	5	7	semantic	0	0
1325522	inanim-inanim	trucks	by	buses	honk	twice	GSLS_plur_semantic	The trucks by the buses honk twice.	0	4703106084	6808013	4213326	186601	36389658	2	6	5	4	5	semantic	0	0
1438805	inanim-anim	car	near	lawyer	likes	studying	GDLS_sing_semantic	The car near the lawyer likes studying.	1	154954539	71566944	21493788	9285296	19754110	4	3	6	5	8	semantic	0	0
4168300	anim-anim	vets	near	dentist	dislike	walking	GSLD_plur_syntactic	The vets near the dentist dislike walking.	0	154954539	262330	3198534	6703610	30746983	4	4	7	7	7	syntactic	0	0
3350936	anim-anim	athlete	near	actors	dislikes	painting	GSLD_sing_syntactic	The athlete near the actors dislikes painting.	0	154954539	3419291	18120032	1451937	32738623	4	7	6	8	8	syntactic	0	0
1389633	anim-inanim	doctor	near	crane	knows	spanish	GSLD_sing_semantic	The doctor near the crane knows Spanish.	0	154954539	52110730	5664326	50729807	51657368	4	6	5	5	7	semantic	41	0
1368554	anim-inanim	authors	near	tractors	dislike	dancing	GSLD_plur_semantic	The authors near the tractors dislike dancing.	0	154954539	42845288	1908544	6703610	15565681	4	7	8	7	7	semantic	0	0
1328674	inanim-inanim	van	by	truck	brakes	abruptly	GSLS_sing_semantic	The van by the truck brakes abruptly.	0	4703106084	54213864	14274010	2506876	7262021	2	3	5	6	8	semantic	0	0
7767400	anim-anim	pilot	by	tailors	hate	painting	GDLS_sing_syntactic	The pilot by the tailors hate painting.	1	4703106084	16262831	1121681	16538862	32738623	2	5	7	4	8	syntactic	0	0
1471887	anim-anim	nurse	beside	doctor	crashes	suddenly	GDLD_sing_semantic	The nurse beside the doctor crashes suddenly.	1	29718597	23875250	52110730	1060077	58025537	6	5	6	7	8	semantic	0	0
7662169	anim-anim	nurses	that	plumber	knows	laugh	GDLS_C_plur_syntactic	The nurses that the plumber knows laugh.	0	8000768228	14176931	734834	50729807	18161896	4	6	7	5	5	syntactic	0	0
1752353	anim-anim	teachers	that	painters	hate	laugh	GSLS_C_plur_syntactic	The teachers that the painters hate laugh.	0	8000768228	73279702	7084827	16538862	18161896	4	8	8	4	5	syntactic	0	0
780057	anim-anim	bakers	that	actors	know	laugh	GSLS_C_plur_syntactic	The bakers that the actors know laugh.	0	8000768228	997597	18120032	405542218	18161896	4	6	6	4	5	syntactic	0	0
1397744	inanim-anim	tractors	by	actors	skid	loudly	GSLD_plur_semantic	The tractors by the actors skid loudly.	0	4703106084	1908544	18120032	816187	5998778	2	8	6	4	6	semantic	0	0
7778276	anim-anim	tailor	by	tailors	like	dancing	GDLS_sing_syntactic	The tailor by the tailors like dancing.	1	4703106084	3371396	1121681	709849832	15565681	2	6	7	4	7	syntactic	0	0
2830481	anim-anim	actors	that	doctor	like	pray	GSLD_C_plur_syntactic	The actors that the doctor like pray.	1	8000768228	18120032	52110730	709849832	20289141	4	6	6	4	4	syntactic	87	27
10187918	anim-anim	tailor	near	pilot	dislike	cycling	GDLD_sing_syntactic	The tailor near the pilot dislike cycling.	1	154954539	3371396	16262831	6703610	2334761	4	6	5	7	7	syntactic	0	0
6838689	anim-anim	athlete	that	dentists	hate	leaves	GDLS_C_sing_syntactic	The athlete that the dentists hate leaves.	0	8000768228	3419291	1487700	16538862	59706459	4	7	8	4	6	syntactic	0	0
4399809	anim-anim	judge	that	nurses	loves	coughs	GSLD_C_sing_syntactic	The judge that the nurses loves coughs.	1	8000768228	63704000	14176931	12028067	582381	4	5	6	5	6	syntactic	0	0
1464129	anim-anim	baker	that	judge	likes	smiles	GSLS_C_sing_syntactic	The baker that the judge likes smiles.	0	8000768228	13610150	63704000	9285296	5542164	4	5	5	5	6	syntactic	0	0
8426478	anim-anim	dentist	by	doctor	love	driving	GDLD_sing_syntactic	The dentist by the doctor love driving.	1	4703106084	3198534	52110730	210137973	25592961	2	7	6	4	7	syntactic	0	0
3428401	anim-anim	nurse	that	actors	likes	cries	GSLD_C_sing_syntactic	The nurse that the actors likes cries.	1	8000768228	23875250	18120032	9285296	9051102	4	5	6	5	5	syntactic	0	0
3644849	anim-anim	doctors	that	banker	hate	lie	GSLD_C_plur_syntactic	The doctors that the banker hate lie.	1	8000768228	19521968	5135467	16538862	44672168	4	7	6	4	3	syntactic	0	0
2973394	anim-anim	author	near	farmers	likes	skating	GSLD_sing_syntactic	The author near the farmers likes skating.	0	154954539	99092074	33753767	9285296	1784648	4	6	7	5	7	syntactic	0	0
1898674	anim-anim	author	near	pilot	likes	skiing	GSLS_sing_syntactic	The author near the pilot likes skiing.	0	154954539	99092074	16262831	9285296	1934331	4	6	5	5	6	syntactic	0	0
1402914	anim-inanim	actor	beside	taxi	brakes	abruptly	GDLS_sing_semantic	The actor beside the taxi brakes abruptly.	1	29718597	14665285	4478068	2506876	7262021	6	5	4	6	8	semantic	0	0
10361121	anim-anim	baker	that	tailor	dislike	sits	GDLD_C_sing_syntactic	The baker that the tailor dislike sits.	1	8000768228	13610150	3371396	6703610	8154939	4	5	6	7	4	syntactic	0	0
1484386	anim-anim	plumber	by	actor	brakes	abruptly	GDLD_sing_semantic	The plumber by the actor brakes abruptly.	1	4703106084	734834	14665285	2506876	7262021	2	7	5	6	8	semantic	0	0
1408757	anim-inanim	bakers	near	vans	skid	noisily	GDLS_plur_semantic	The bakers near the vans skid noisily.	1	154954539	997597	963840	816187	807804	4	6	4	4	7	semantic	0	0
1473576	anim-anim	bakers	near	farmers	crash	loudly	GDLD_plur_semantic	The bakers near the farmers crash loudly.	1	154954539	997597	33753767	6995312	5998778	4	6	7	5	6	semantic	0	0
