	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
10604802	anim-anim	banker	near	waiter	know	russian	GDLD_sing_syntactic	The banker near the waiter know Russian.	1	154954539	5135467	3340926	405542218	53427209	4	6	6	4	7	syntactic	0	0
1008802	anim-anim	painter	near	banker	loves	fencing	GSLS_sing_syntactic	The painter near the banker loves fencing.	0	154954539	13065194	5135467	12028067	1887055	4	7	6	5	7	syntactic	0	0
1972677	anim-anim	athletes	that	pilots	know	study	GSLS_C_plur_syntactic	The athletes that the pilots know study.	0	8000768228	4726603	5455700	405542218	251146114	4	8	6	4	5	syntactic	0	0
4832092	anim-anim	painter	near	plumbers	dislikes	spinning	GSLD_sing_syntactic	The painter near the plumbers dislikes spinning.	0	154954539	13065194	543869	1451937	6978676	4	7	8	8	8	syntactic	0	0
1326450	inanim-inanim	van	beside	bus	skids	abruptly	GSLS_sing_semantic	The van beside the bus skids abruptly.	0	29718597	54213864	19370874	250523	7262021	6	3	3	5	8	semantic	0	0
1345874	anim-inanim	lawyers	by	taxis	love	dancing	GSLD_plur_semantic	The lawyers by the taxis love dancing.	0	4703106084	15702570	1073931	210137973	15565681	2	7	5	4	7	semantic	0	0
6020529	anim-anim	farmer	that	lawyers	dislike	lies	GDLS_C_sing_syntactic	The farmer that the lawyers dislike lies.	0	8000768228	20568429	15702570	6703610	48941300	4	6	7	7	4	syntactic	0	0
3065941	anim-anim	judge	that	farmers	admires	sits	GSLD_C_sing_syntactic	The judge that the farmers admires sits.	1	8000768228	63704000	33753767	929819	8154939	4	5	7	7	4	syntactic	0	0
1408771	anim-inanim	bakers	by	vans	crash	suddenly	GDLS_plur_semantic	The bakers by the vans crash suddenly.	1	4703106084	997597	963840	6995312	58025537	2	6	4	5	8	semantic	0	0
3728753	anim-anim	plumber	that	bankers	dislikes	moves	GSLD_C_sing_syntactic	The plumber that the bankers dislikes moves.	1	8000768228	734834	6179440	1451937	24787121	4	7	7	8	5	syntactic	0	0
1461896	inanim-anim	taxis	by	bankers	dislike	farming	GDLS_plur_semantic	The taxis by the bankers dislike farming.	1	4703106084	1073931	6179440	6703610	15602571	2	5	7	7	7	semantic	0	0
1348468	anim-inanim	author	by	taxi	admires	loyalty	GSLD_sing_semantic	The author by the taxi admires loyalty.	0	4703106084	99092074	4478068	929819	15810585	2	6	4	7	7	semantic	0	0
2065408	anim-anim	judges	beside	plumbers	like	farming	GSLS_plur_syntactic	The judges beside the plumbers like farming.	0	29718597	24677643	543869	709849832	15602571	6	6	8	4	7	syntactic	26	0
6265937	anim-anim	chefs	that	actor	knows	arrive	GDLS_C_plur_syntactic	The chefs that the actor knows arrive.	0	8000768228	752773	14665285	50729807	19261937	4	5	5	5	6	syntactic	0	0
7389479	anim-anim	bankers	that	painter	admires	sneeze	GDLS_C_plur_syntactic	The bankers that the painter admires sneeze.	0	8000768228	6179440	13065194	929819	504411	4	7	7	7	6	syntactic	0	0
1330492	inanim-inanim	taxis	near	tractors	skid	loudly	GSLS_plur_semantic	The taxis near the tractors skid loudly.	0	154954539	1073931	1908544	816187	5998778	4	5	8	4	6	semantic	0	0
10268705	anim-anim	authors	that	plumbers	dislikes	die	GDLD_C_plur_syntactic	The authors that the plumbers dislikes die.	1	8000768228	42845288	543869	1451937	104147370	4	7	8	8	3	syntactic	0	0
625697	anim-anim	plumbers	that	lawyers	like	sit	GSLS_C_plur_syntactic	The plumbers that the lawyers like sit.	0	8000768228	543869	15702570	709849832	40245691	4	8	7	4	3	syntactic	0	78
8676558	anim-anim	bankers	by	teachers	loves	cycling	GDLD_plur_syntactic	The bankers by the teachers loves cycling.	1	4703106084	6179440	73279702	12028067	2334761	2	7	8	5	7	syntactic	0	0
7597234	anim-anim	chef	by	plumbers	hate	skating	GDLS_sing_syntactic	The chef by the plumbers hate skating.	1	4703106084	2470923	543869	16538862	1784648	2	4	8	4	7	syntactic	0	0
1325708	inanim-inanim	car	beside	bus	crashes	loudly	GSLS_sing_semantic	The car beside the bus crashes loudly.	0	29718597	71566944	19370874	1060077	5998778	6	3	3	7	6	semantic	167	0
10408593	anim-anim	barber	that	tailor	love	prays	GDLD_C_sing_syntactic	The barber that the tailor love prays.	1	8000768228	4668021	3371396	210137973	1506735	4	6	6	4	5	syntactic	0	0
1146945	anim-anim	pilot	that	barber	likes	arrives	GSLS_C_sing_syntactic	The pilot that the barber likes arrives.	0	8000768228	16262831	4668021	9285296	6366129	4	5	6	5	7	syntactic	0	0
9084624	anim-anim	chef	near	author	dislike	fishing	GDLD_sing_syntactic	The chef near the author dislike fishing.	1	154954539	2470923	99092074	6703610	21745307	4	4	6	7	7	syntactic	0	0
7272834	anim-anim	doctors	by	painter	dislikes	skating	GDLS_plur_syntactic	The doctors by the painter dislikes skating.	1	4703106084	19521968	13065194	1451937	1784648	2	7	7	8	7	syntactic	0	0
479858	anim-anim	painter	near	teacher	dislikes	skiing	GSLS_sing_syntactic	The painter near the teacher dislikes skiing.	0	154954539	13065194	74147301	1451937	1934331	4	7	7	8	6	syntactic	0	0
9488225	anim-anim	dentist	that	chef	hate	leaves	GDLD_C_sing_syntactic	The dentist that the chef hate leaves.	1	8000768228	3198534	2470923	16538862	59706459	4	7	4	4	6	syntactic	0	0
6813732	anim-anim	vet	by	chefs	like	dancing	GDLS_sing_syntactic	The vet by the chefs like dancing.	1	4703106084	2597895	752773	709849832	15565681	2	3	5	4	7	syntactic	0	39
4263985	anim-anim	judges	that	judge	hate	cry	GSLD_C_plur_syntactic	The judges that the judge hate cry.	1	8000768228	24677643	63704000	16538862	24708519	4	6	5	4	3	syntactic	0	0
2904072	anim-anim	waiters	near	doctor	like	painting	GSLD_plur_syntactic	The waiters near the doctor like painting.	0	154954539	1363954	52110730	709849832	32738623	4	7	6	4	8	syntactic	0	27
10098337	anim-anim	bakers	that	pilots	hates	sit	GDLD_C_plur_syntactic	The bakers that the pilots hates sit.	1	8000768228	997597	5455700	2416713	40245691	4	6	6	5	3	syntactic	0	0
1553039	inanim-inanim	buses	by	tractors	like	camping	GDLD_plur_semantic	The buses by the tractors like camping.	1	4703106084	4213326	1908544	709849832	3430548	2	5	8	4	7	semantic	0	0
3667985	anim-anim	actors	that	banker	like	study	GSLD_C_plur_syntactic	The actors that the banker like study.	1	8000768228	18120032	5135467	709849832	251146114	4	6	6	4	5	syntactic	87	0
1455884	inanim-anim	jeep	beside	author	loves	acting	GDLS_sing_semantic	The jeep beside the author loves acting.	1	29718597	2009598	99092074	12028067	38536231	6	4	6	5	6	semantic	0	0
5222948	anim-anim	barbers	near	vet	dislike	dancing	GSLD_plur_syntactic	The barbers near the vet dislike dancing.	0	154954539	607437	2597895	6703610	15565681	4	7	3	7	7	syntactic	0	0
1547874	inanim-inanim	taxis	beside	jeeps	love	dancing	GDLD_plur_semantic	The taxis beside the jeeps love dancing.	1	29718597	1073931	406341	210137973	15565681	6	5	5	4	7	semantic	0	0
1374143	anim-inanim	actor	near	scooter	likes	driving	GSLD_sing_semantic	The actor near the scooter likes driving.	0	154954539	14665285	405037	9285296	25592961	4	5	7	5	7	semantic	0	0
5910865	anim-anim	banker	that	teachers	hate	runs	GDLS_C_sing_syntactic	The banker that the teachers hate runs.	0	8000768228	5135467	73279702	16538862	26702428	4	6	8	4	4	syntactic	0	0
4813612	anim-anim	dentist	near	plumbers	dislikes	spinning	GSLD_sing_syntactic	The dentist near the plumbers dislikes spinning.	0	154954539	3198534	543869	1451937	6978676	4	7	8	8	8	syntactic	0	0
1338045	anim-inanim	teachers	by	buses	like	studying	GSLD_plur_semantic	The teachers by the buses like studying.	0	4703106084	73279702	4213326	709849832	19754110	2	8	5	4	8	semantic	100	0
5877616	anim-anim	doctors	beside	teacher	dislikes	farming	GDLS_plur_syntactic	The doctors beside the teacher dislikes farming.	1	29718597	19521968	74147301	1451937	15602571	6	7	7	8	7	syntactic	0	0
1469091	anim-anim	pilot	near	baker	crashes	suddenly	GDLD_sing_semantic	The pilot near the baker crashes suddenly.	1	154954539	16262831	13610150	1060077	58025537	4	5	5	7	8	semantic	0	0
1502375	anim-anim	painter	beside	judge	brakes	suddenly	GDLD_sing_semantic	The painter beside the judge brakes suddenly.	1	29718597	13065194	63704000	2506876	58025537	6	7	5	6	8	semantic	0	0
8991200	anim-anim	plumbers	by	actors	hates	fishing	GDLD_plur_syntactic	The plumbers by the actors hates fishing.	1	4703106084	543869	18120032	2416713	21745307	2	8	6	5	7	syntactic	0	0
1331376	inanim-inanim	cars	near	scooters	smash	loudly	GSLS_plur_semantic	The cars near the scooters smash loudly.	0	154954539	24371897	182717	1655337	5998778	4	4	8	5	6	semantic	0	0
2224612	anim-anim	plumbers	near	tailors	dislike	dancing	GSLS_plur_syntactic	The plumbers near the tailors dislike dancing.	0	154954539	543869	1121681	6703610	15565681	4	8	7	7	7	syntactic	0	0
922923	anim-anim	barber	that	author	admires	prays	GSLS_C_sing_syntactic	The barber that the author admires prays.	0	8000768228	4668021	99092074	929819	1506735	4	6	6	7	5	syntactic	0	0
1437176	inanim-anim	van	by	teacher	likes	climbing	GDLS_sing_semantic	The van by the teacher likes climbing.	1	4703106084	54213864	74147301	9285296	7755370	2	3	7	5	8	semantic	0	0
