	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
7	anim-anim	doctors	beside	lawyer	detest	walking	GSLD_plur_syntactic	The doctors beside the lawyer detest walking.	0	29718597	19521968	21493788	740903	30746983	6	7	6	6	7	syntactic
1	anim-anim	author	by	doctors	fear	hunting	GDLS_C_sing_syntactic	The author that the doctors fear dies.	0	4703106084	99092074	19521968	83025936	19801295	2	6	7	4	7	syntactic
2	anim-anim	farmers	near	judges	honk	twice	GDLD_plur_semantic	The farmers near the judges honk twice.	1	154954539	33753767	24677643	186601	36389658	4	7	6	4	5	semantic
7	anim-anim	athlete	near	baker	dislike	yachting	GDLD_sing_syntactic	The athlete near the baker dislike yachting.	1	154954539	3419291	13610150	6703610	382785	4	7	5	7	8	syntactic
3	inanim-inanim	truck	beside	car	leaks	abruptly	GSLS_sing_semantic	The truck beside the car leaks abruptly.	0	29718597	14274010	71566944	1935324	7262021	6	5	3	5	8	semantic
2	inanim-anim	truck	beside	athlete	leaks	abruptly	GSLD_sing_semantic	The truck beside the athlete leaks abruptly.	0	29718597	14274010	3419291	1935324	7262021	6	5	7	5	8	semantic
6	anim-anim	painters	near	actor	love	farming	GSLD_C_plur_syntactic	The painters that the actor love sit.	1	154954539	7084827	14665285	210137973	15602571	4	8	5	4	7	syntactic
9	anim-anim	dentists	near	chef	dislike	yachting	GSLD_plur_syntactic	The dentists near the chef dislike yachting.	0	154954539	1487700	2470923	6703610	382785	4	8	4	7	8	syntactic
0	anim-anim	judges	near	chefs	hate	skiing	GSLS_C_plur_syntactic	The judges that the chefs hate arrive.	0	154954539	24677643	752773	16538862	1934331	4	6	5	4	6	syntactic
6	anim-anim	painter	by	actor	prefer	skiing	GDLD_C_sing_syntactic	The painter that the actor prefer prays.	1	4703106084	13065194	14665285	20278168	1934331	2	7	5	6	6	syntactic
9	inanim-anim	taxis	near	teachers	detest	skiing	GDLS_plur_semantic	The taxis near the teachers detest skiing.	1	154954539	1073931	73279702	740903	1934331	4	5	8	6	6	semantic
0	anim-anim	pilot	beside	actors	dislike	sailing	GDLS_sing_syntactic	The pilot beside the actors dislike sailing.	1	29718597	16262831	18120032	6703610	8731451	6	5	6	7	7	syntactic
2	anim-anim	tailor	beside	painters	likes	boxing	GSLD_C_sing_syntactic	The tailor that the painters likes prays.	1	29718597	3371396	7084827	9285296	2262574	6	6	8	5	6	syntactic
0	anim-anim	painter	by	waiter	detests	cycling	GSLS_sing_semantic	The painter by the waiter detests cycling.	0	4703106084	13065194	3340926	181255	2334761	2	7	6	7	7	semantic
2	anim-inanim	bankers	near	buses	leak	abruptly	GDLS_plur_semantic	The bankers near the buses leak abruptly.	1	154954539	6179440	4213326	3272091	7262021	4	7	5	4	8	semantic
3	anim-anim	builders	near	lawyers	prefers	acting	GDLD_C_plur_syntactic	The builders that the lawyers prefers sit.	1	154954539	5454568	15702570	4149558	38536231	4	8	7	7	6	syntactic
6	inanim-anim	vans	near	authors	leak	abruptly	GSLD_plur_semantic	The vans near the authors leak abruptly.	0	154954539	963840	42845288	3272091	7262021	4	4	7	4	8	semantic
4	inanim-inanim	cars	beside	scooters	hate	walking	GDLD_plur_semantic	The cars beside the scooters hate walking.	1	29718597	24371897	182717	16538862	30746983	6	4	8	4	7	semantic
6	anim-anim	judge	near	author	brakes	abruptly	GDLD_sing_semantic	The judge near the author brakes abruptly.	1	154954539	63704000	99092074	2506876	7262021	4	5	6	6	8	semantic
5	anim-inanim	builders	near	tractors	love	skiing	GSLD_plur_semantic	The builders near the tractors love skiing.	0	154954539	5454568	1908544	210137973	1934331	4	8	8	4	6	semantic
7	anim-anim	tailor	by	actors	detests	hunting	GSLD_sing_syntactic	The tailor by the actors detests hunting.	0	4703106084	3371396	18120032	181255	19801295	2	6	6	7	7	syntactic
4	anim-inanim	barber	near	truck	detests	climbing	GSLD_sing_semantic	The barber near the truck detests climbing.	0	154954539	4668021	14274010	181255	7755370	4	6	5	7	8	semantic
4	anim-anim	actor	near	chef	avoid	climbing	GDLD_sing_syntactic	The actor near the chef avoid climbing.	1	154954539	14665285	2470923	60713817	7755370	4	5	4	5	8	syntactic
9	anim-anim	dentist	by	waiters	prefer	knitting	GDLS_C_sing_syntactic	The dentist that the waiters prefer sits.	0	4703106084	3198534	1363954	20278168	2033048	2	7	7	6	8	syntactic
4	anim-anim	bankers	beside	teachers	like	skating	GSLS_plur_syntactic	The bankers beside the teachers like skating.	0	29718597	6179440	73279702	709849832	1784648	6	7	8	4	7	syntactic
4	anim-anim	painter	beside	teacher	fears	spinning	GSLS_sing_syntactic	The painter beside the teacher fears spinning.	0	29718597	13065194	74147301	17721106	6978676	6	7	7	5	8	syntactic
