	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
7	anim-anim	lawyer	near	athlete	like	climbing	GDLD_sing_syntactic	The lawyer near the athlete like climbing.	1	154954539	21493788	3419291	709849832	7755370	4	6	7	4	8	syntactic
3	inanim-inanim	taxis	by	vans	rust	abruptly	GSLS_plur_semantic	The taxis by the vans rust abruptly.	0	4703106084	1073931	963840	3598446	7262021	2	5	4	4	8	semantic
8	anim-anim	farmers	near	dentist	dislike	hunting	GSLD_C_plur_syntactic	The farmers that the dentist dislike die.	1	154954539	33753767	3198534	6703610	19801295	4	7	7	7	7	syntactic
8	anim-anim	athletes	near	waiter	likes	spinning	GDLS_plur_syntactic	The athletes near the waiter likes spinning.	1	154954539	4726603	3340926	9285296	6978676	4	8	6	5	8	syntactic
9	anim-anim	chef	near	dentists	likes	skating	GSLD_C_sing_syntactic	The chef that the dentists likes arrives.	1	154954539	2470923	1487700	9285296	1784648	4	4	8	5	7	syntactic
8	anim-anim	builder	beside	lawyer	detests	camping	GSLS_C_sing_syntactic	The builder that the lawyer detests arrives.	0	29718597	4915470	21493788	181255	3430548	6	7	6	7	7	syntactic
7	anim-anim	authors	near	teachers	detest	farming	GSLS_plur_semantic	The authors near the teachers detest farming.	0	154954539	42845288	73279702	740903	15602571	4	7	8	6	7	semantic
8	anim-anim	doctor	by	nurses	dislikes	knitting	GSLD_sing_syntactic	The doctor by the nurses dislikes knitting.	0	4703106084	52110730	14176931	1451937	2033048	2	6	6	8	8	syntactic
6	anim-anim	plumbers	near	vets	detests	boxing	GDLD_plur_syntactic	The plumbers near the vets detests boxing.	1	154954539	543869	262330	181255	2262574	4	8	4	7	6	syntactic
5	anim-anim	builder	near	pilots	fear	fencing	GDLS_C_sing_syntactic	The builder that the pilots fear arrives.	0	154954539	4915470	5455700	83025936	1887055	4	7	6	4	7	syntactic
1	inanim-anim	vans	near	bankers	malfunction	suddenly	GSLD_plur_semantic	The vans near the bankers malfunction suddenly.	0	154954539	963840	6179440	818548	58025537	4	4	7	11	8	semantic
1	anim-anim	dentists	near	waiters	leak	suddenly	GDLD_plur_semantic	The dentists near the waiters leak suddenly.	1	154954539	1487700	1363954	3272091	58025537	4	8	7	4	8	semantic
1	anim-anim	plumbers	beside	athletes	like	fishing	GSLS_plur_syntactic	The plumbers beside the athletes like fishing.	0	29718597	543869	4726603	709849832	21745307	6	8	8	4	7	syntactic
9	anim-anim	vets	near	painter	avoid	studying	GSLD_plur_syntactic	The vets near the painter avoid studying.	0	154954539	262330	13065194	60713817	19754110	4	4	7	5	8	syntactic
0	anim-anim	teacher	beside	chef	fears	acting	GSLS_sing_syntactic	The teacher beside the chef fears acting.	0	29718597	74147301	2470923	17721106	38536231	6	7	4	5	6	syntactic
3	anim-anim	athletes	near	chefs	fear	fishing	GSLS_plur_syntactic	The athletes near the chefs fear fishing.	0	154954539	4726603	752773	83025936	21745307	4	8	5	4	7	syntactic
5	anim-anim	farmers	by	athlete	prefers	cycling	GDLS_C_plur_syntactic	The farmers that the athlete prefers pray.	0	4703106084	33753767	3419291	4149558	2334761	2	7	7	7	7	syntactic
2	inanim-inanim	trucks	by	cars	dislike	studying	GDLD_plur_semantic	The trucks by the cars dislike studying.	1	4703106084	6808013	24371897	6703610	19754110	2	6	4	7	8	semantic
7	inanim-anim	bus	beside	athlete	dislikes	gambling	GDLS_sing_semantic	The bus beside the athlete dislikes gambling.	1	29718597	19370874	3419291	1451937	6130169	6	3	7	8	8	semantic
