	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
4	anim-anim	actor	by	tailors	likes	studying	GSLD_sing_syntactic	The actor by the tailors likes studying.	0	4703106084	14665285	1121681	9285296	19754110	2	5	7	5	8	syntactic
9	anim-anim	barber	by	chefs	dislike	sailing	GDLS_sing_syntactic	The barber by the chefs dislike sailing.	1	4703106084	4668021	752773	6703610	8731451	2	6	5	7	7	syntactic
7	anim-anim	bankers	beside	judge	like	driving	GSLD_C_plur_syntactic	The bankers that the judge like pray.	1	29718597	6179440	63704000	709849832	25592961	6	7	5	4	7	syntactic
5	anim-anim	teachers	beside	dentist	prefers	studying	GDLS_plur_syntactic	The teachers beside the dentist prefers studying.	1	29718597	73279702	3198534	4149558	19754110	6	8	7	7	8	syntactic
1	anim-anim	teachers	by	baker	prefer	acting	GSLD_plur_syntactic	The teachers by the baker prefer acting.	0	4703106084	73279702	13610150	20278168	38536231	2	8	5	6	6	syntactic
8	anim-anim	baker	by	painters	fear	gambling	GDLS_C_sing_syntactic	The baker that the painters fear dies.	0	4703106084	13610150	7084827	83025936	6130169	2	5	8	4	8	syntactic
1	anim-anim	authors	by	barbers	fears	driving	GDLD_C_plur_syntactic	The authors that the barbers fears die.	1	4703106084	42845288	607437	17721106	25592961	2	7	7	5	7	syntactic
4	anim-anim	chef	by	athletes	hates	gambling	GSLD_C_sing_syntactic	The chef that the athletes hates sits.	1	4703106084	2470923	4726603	2416713	6130169	2	4	8	5	8	syntactic
3	anim-anim	teacher	by	vet	malfunctions	abruptly	GDLD_sing_semantic	The teacher by the vet malfunctions abruptly.	1	4703106084	74147301	2597895	327422	7262021	2	7	3	12	8	semantic
9	anim-anim	painter	by	lawyer	hates	hunting	GSLS_sing_syntactic	The painter by the lawyer hates hunting.	0	4703106084	13065194	21493788	2416713	19801295	2	7	6	5	7	syntactic
2	anim-anim	athlete	near	barbers	like	shopping	GDLS_C_sing_syntactic	The athlete that the barbers like sits.	0	154954539	3419291	607437	709849832	11206466	4	7	7	4	8	syntactic
5	anim-inanim	dentist	near	van	dislikes	knitting	GSLD_sing_semantic	The dentist near the van dislikes knitting.	0	154954539	3198534	54213864	1451937	2033048	4	7	3	8	8	semantic
2	inanim-inanim	tractor	beside	car	detests	farming	GDLD_sing_semantic	The tractor beside the car detests farming.	1	29718597	3282135	71566944	181255	15602571	6	7	3	7	7	semantic
8	inanim-inanim	taxis	near	scooters	hate	fencing	GDLD_plur_semantic	The taxis near the scooters hate fencing.	1	154954539	1073931	182717	16538862	1887055	4	5	8	4	7	semantic
2	inanim-anim	truck	near	athlete	leaks	abruptly	GSLD_sing_semantic	The truck near the athlete leaks abruptly.	0	154954539	14274010	3419291	1935324	7262021	4	5	7	5	8	semantic
9	anim-anim	judges	beside	pilot	fears	sailing	GDLS_plur_syntactic	The judges beside the pilot fears sailing.	1	29718597	24677643	16262831	17721106	8731451	6	6	5	5	7	syntactic
9	anim-anim	nurses	near	bakers	avoid	bowling	GSLS_C_plur_syntactic	The nurses that the bakers avoid sit.	0	154954539	14176931	997597	60713817	2476732	4	6	6	5	7	syntactic
1	anim-anim	judges	near	baker	likes	spinning	GDLS_C_plur_syntactic	The judges that the baker likes arrive.	0	154954539	24677643	13610150	9285296	6978676	4	6	5	5	8	syntactic
7	anim-anim	chefs	beside	painters	avoids	studying	GDLD_C_plur_syntactic	The chefs that the painters avoids die.	1	29718597	752773	7084827	3608938	19754110	6	5	8	6	8	syntactic
4	inanim-inanim	tractors	near	cars	leak	suddenly	GSLS_plur_semantic	The tractors near the cars leak suddenly.	0	154954539	1908544	24371897	3272091	58025537	4	8	4	4	8	semantic
6	anim-inanim	teachers	by	trucks	like	skating	GSLD_plur_semantic	The teachers by the trucks like skating.	0	4703106084	73279702	6808013	709849832	1784648	2	8	6	4	7	semantic
0	anim-anim	author	by	plumbers	hates	fencing	GSLD_sing_syntactic	The author by the plumbers hates fencing.	0	4703106084	99092074	543869	2416713	1887055	2	6	8	5	7	syntactic
1	inanim-anim	scooters	by	tailors	malfunction	suddenly	GSLD_plur_semantic	The scooters by the tailors malfunction suddenly.	0	4703106084	182717	1121681	818548	58025537	2	8	7	11	8	semantic
0	anim-anim	chefs	near	pilots	likes	cooking	GDLD_plur_syntactic	The chefs near the pilots likes cooking.	1	154954539	752773	5455700	9285296	13672366	4	5	6	5	7	syntactic
4	anim-anim	tailor	beside	nurses	prefer	acting	GDLS_sing_syntactic	The tailor beside the nurses prefer acting.	1	29718597	3371396	14176931	20278168	38536231	6	6	6	6	6	syntactic
3	anim-anim	waiter	beside	painter	loves	walking	GSLS_sing_syntactic	The waiter beside the painter loves walking.	0	29718597	3340926	13065194	12028067	30746983	6	6	7	5	7	syntactic
