	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1539012	inanim-inanim	buses	near	taxis	know	french	GDLD_plur_semantic	The buses near the taxis know French.	1	154954539	4213326	1073931	405542218	154091688	4	5	5	4	6	semantic	0	0
1326471	inanim-inanim	van	beside	bus	crashes	suddenly	GSLS_sing_semantic	The van beside the bus crashes suddenly.	0	29718597	54213864	19370874	1060077	58025537	6	3	3	7	8	semantic	0	0
6294594	anim-anim	doctors	beside	author	loves	fencing	GDLS_plur_syntactic	The doctors beside the author loves fencing.	1	29718597	19521968	99092074	12028067	1887055	6	7	6	5	7	syntactic	0	0
9866040	anim-anim	author	by	nurse	love	painting	GDLD_sing_syntactic	The author by the nurse love painting.	1	4703106084	99092074	23875250	210137973	32738623	2	6	5	4	8	syntactic	0	0
8296206	anim-anim	dentists	by	bakers	likes	cycling	GDLD_plur_syntactic	The dentists by the bakers likes cycling.	1	4703106084	1487700	997597	9285296	2334761	2	8	6	5	7	syntactic	0	0
6445857	anim-anim	teachers	that	banker	likes	sit	GDLS_C_plur_syntactic	The teachers that the banker likes sit.	0	8000768228	73279702	5135467	9285296	40245691	4	8	6	5	3	syntactic	0	0
6046881	anim-anim	authors	that	lawyer	loves	leave	GDLS_C_plur_syntactic	The authors that the lawyer loves leave.	0	8000768228	42845288	21493788	12028067	111442661	4	7	6	5	5	syntactic	0	0
1359339	anim-inanim	lawyer	beside	jeep	likes	knitting	GSLD_sing_semantic	The lawyer beside the jeep likes knitting.	0	29718597	21493788	2009598	9285296	2033048	6	6	4	5	8	semantic	0	0
1557706	inanim-inanim	taxi	by	tractor	admires	honesty	GDLD_sing_semantic	The taxi by the tractor admires honesty.	1	4703106084	4478068	3282135	929819	7341751	2	4	7	7	7	semantic	0	0
9072449	anim-anim	banker	that	author	dislike	coughs	GDLD_C_sing_syntactic	The banker that the author dislike coughs.	1	8000768228	5135467	99092074	6703610	582381	4	6	6	7	6	syntactic	0	0
10473633	anim-anim	dentists	that	tailors	knows	swim	GDLD_C_plur_syntactic	The dentists that the tailors knows swim.	1	8000768228	1487700	1121681	50729807	6237963	4	8	7	5	4	syntactic	0	0
1333684	inanim-inanim	bus	beside	crane	skids	loudly	GSLS_sing_semantic	The bus beside the crane skids loudly.	0	29718597	19370874	5664326	250523	5998778	6	3	5	5	6	semantic	0	0
1516618	anim-anim	lawyers	near	tailors	brake	abruptly	GDLD_plur_semantic	The lawyers near the tailors brake abruptly.	1	154954539	15702570	1121681	4685005	7262021	4	7	7	5	8	semantic	0	0
1696081	anim-anim	waiter	that	nurse	loves	runs	GSLS_C_sing_syntactic	The waiter that the nurse loves runs.	0	8000768228	3340926	23875250	12028067	26702428	4	6	5	5	4	syntactic	0	0
2310910	anim-anim	barber	by	waiter	dislikes	cycling	GSLS_sing_syntactic	The barber by the waiter dislikes cycling.	0	4703106084	4668021	3340926	1451937	2334761	2	6	6	8	7	syntactic	0	0
259097	anim-anim	actors	that	doctors	admire	cough	GSLS_C_plur_syntactic	The actors that the doctors admire cough.	0	8000768228	18120032	19521968	6461497	5632779	4	6	7	6	5	syntactic	0	0
1414684	inanim-anim	jeeps	beside	bakers	dislike	yachting	GDLS_plur_semantic	The jeeps beside the bakers dislike yachting.	1	29718597	406341	997597	6703610	382785	6	5	6	7	8	semantic	0	0
1455315	inanim-anim	truck	near	author	dislikes	sailing	GDLS_sing_semantic	The truck near the author dislikes sailing.	1	154954539	14274010	99092074	1451937	8731451	4	5	6	8	7	semantic	0	0
1419277	inanim-anim	buses	beside	doctors	dislike	boxing	GDLS_plur_semantic	The buses beside the doctors dislike boxing.	1	29718597	4213326	19521968	6703610	2262574	6	5	7	7	6	semantic	0	0
2991392	anim-anim	chef	near	farmers	likes	fishing	GSLD_sing_syntactic	The chef near the farmers likes fishing.	0	154954539	2470923	33753767	9285296	21745307	4	4	7	5	7	syntactic	0	0
