	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
8902112	anim-anim	baker	by	actor	hate	fishing	GDLD_sing_syntactic	The baker by the actor hate fishing.	1	4703106084	13610150	14665285	16538862	21745307	2	5	5	4	7	syntactic	0	0
4211796	anim-anim	teacher	near	judges	hates	dancing	GSLD_sing_syntactic	The teacher near the judges hates dancing.	0	154954539	74147301	24677643	2416713	15565681	4	7	6	5	7	syntactic	0	0
1545921	anim-anim	pilot	that	judge	hates	swims	GSLS_C_sing_syntactic	The pilot that the judge hates swims.	0	8000768228	16262831	63704000	2416713	692721	4	5	5	5	5	syntactic	0	0
1781878	anim-anim	barbers	by	painters	like	shopping	GSLS_plur_syntactic	The barbers by the painters like shopping.	0	4703106084	607437	7084827	709849832	11206466	2	7	8	4	8	syntactic	0	44
1329291	inanim-inanim	taxi	beside	jeep	brakes	suddenly	GSLS_sing_semantic	The taxi beside the jeep brakes suddenly.	0	29718597	4478068	2009598	2506876	58025537	6	4	4	6	8	semantic	0	0
1527715	inanim-inanim	car	beside	bus	hates	sailing	GDLD_sing_semantic	The car beside the bus hates sailing.	1	29718597	71566944	19370874	2416713	8731451	6	3	3	5	7	semantic	0	0
772545	anim-anim	waiters	that	actors	dislike	smile	GSLS_C_plur_syntactic	The waiters that the actors dislike smile.	0	8000768228	1363954	18120032	6703610	32358171	4	7	6	7	5	syntactic	0	0
9551409	anim-anim	actor	that	chef	admire	swims	GDLD_C_sing_syntactic	The actor that the chef admire swims.	1	8000768228	14665285	2470923	6461497	692721	4	5	4	6	5	syntactic	0	0
7771569	anim-anim	pilots	that	tailor	dislikes	lie	GDLS_C_plur_syntactic	The pilots that the tailor dislikes lie.	0	8000768228	5455700	3371396	1451937	44672168	4	6	6	8	3	syntactic	0	0
4093889	anim-anim	authors	that	dentist	hate	cough	GSLD_C_plur_syntactic	The authors that the dentist hate cough.	1	8000768228	42845288	3198534	16538862	5632779	4	7	7	4	5	syntactic	0	0
7864673	anim-anim	banker	that	waiters	dislike	laughs	GDLS_C_sing_syntactic	The banker that the waiters dislike laughs.	0	8000768228	5135467	1363954	6703610	2942362	4	6	7	7	6	syntactic	0	0
9383514	anim-anim	pilots	by	barbers	dislikes	hunting	GDLD_plur_syntactic	The pilots by the barbers dislikes hunting.	1	4703106084	5455700	607437	1451937	19801295	2	6	7	8	7	syntactic	0	0
8333393	anim-anim	tailors	that	bakers	likes	run	GDLD_C_plur_syntactic	The tailors that the bakers likes run.	1	8000768228	1121681	997597	9285296	109873076	4	7	6	5	3	syntactic	0	0
1598305	anim-anim	baker	that	nurse	hates	laughs	GSLS_C_sing_syntactic	The baker that the nurse hates laughs.	0	8000768228	13610150	23875250	2416713	2942362	4	5	5	5	6	syntactic	0	0
6122637	anim-anim	baker	that	lawyers	know	cries	GDLS_C_sing_syntactic	The baker that the lawyers know cries.	0	8000768228	13610150	15702570	405542218	9051102	4	5	7	4	5	syntactic	0	34
1434490	inanim-anim	trucks	beside	teachers	like	cooking	GDLS_plur_semantic	The trucks beside the teachers like cooking.	1	29718597	6808013	73279702	709849832	13672366	6	6	8	4	7	semantic	0	100
1395606	inanim-anim	trucks	beside	lawyers	honk	twice	GSLD_plur_semantic	The trucks beside the lawyers honk twice.	0	29718597	6808013	15702570	186601	36389658	6	6	7	4	5	semantic	0	0
1329767	inanim-inanim	scooters	near	jeeps	crash	suddenly	GSLS_plur_semantic	The scooters near the jeeps crash suddenly.	0	154954539	182717	406341	6995312	58025537	4	8	5	5	8	semantic	0	0
3277376	anim-anim	dentist	near	lawyers	loves	farming	GSLD_sing_syntactic	The dentist near the lawyers loves farming.	0	154954539	3198534	15702570	12028067	15602571	4	7	7	5	7	syntactic	0	0
9372086	anim-anim	painter	by	barber	like	sailing	GDLD_sing_syntactic	The painter by the barber like sailing.	1	4703106084	13065194	4668021	709849832	8731451	2	7	6	4	7	syntactic	0	0
4105553	anim-anim	barbers	that	dentist	love	run	GSLD_C_plur_syntactic	The barbers that the dentist love run.	1	8000768228	607437	3198534	210137973	109873076	4	7	7	4	3	syntactic	0	0
1571245	inanim-inanim	bus	by	crane	dislikes	studying	GDLD_sing_semantic	The bus by the crane dislikes studying.	1	4703106084	19370874	5664326	1451937	19754110	2	3	5	8	8	semantic	0	0
1470259	anim-anim	waiters	near	doctors	honk	once	GDLD_plur_semantic	The waiters near the doctors honk once.	1	154954539	1363954	19521968	186601	267334111	4	7	7	4	4	semantic	0	0
7380046	anim-anim	lawyers	beside	painter	knows	spanish	GDLS_plur_syntactic	The lawyers beside the painter knows Spanish.	1	29718597	15702570	13065194	50729807	51657368	6	7	7	5	7	syntactic	0	0
3012001	anim-anim	nurse	that	farmers	hates	leaves	GSLD_C_sing_syntactic	The nurse that the farmers hates leaves.	1	8000768228	23875250	33753767	2416713	59706459	4	5	7	5	6	syntactic	0	0
1454999	inanim-anim	taxis	by	authors	dislike	camping	GDLS_plur_semantic	The taxis by the authors dislike camping.	1	4703106084	1073931	42845288	6703610	3430548	2	5	7	7	7	semantic	0	0
1544869	inanim-inanim	vans	beside	trucks	hate	hunting	GDLD_plur_semantic	The vans beside the trucks hate hunting.	1	29718597	963840	6808013	16538862	19801295	6	4	6	4	7	semantic	0	0
1333761	inanim-inanim	buses	beside	cranes	crash	noisily	GSLS_plur_semantic	The buses beside the cranes crash noisily.	0	29718597	4213326	1511645	6995312	807804	6	5	6	5	7	semantic	0	0
6474868	anim-anim	barber	beside	bankers	hate	gambling	GDLS_sing_syntactic	The barber beside the bankers hate gambling.	1	29718597	4668021	6179440	16538862	6130169	6	6	7	4	8	syntactic	0	0
6802228	anim-anim	tailor	by	chefs	love	cooking	GDLS_sing_syntactic	The tailor by the chefs love cooking.	1	4703106084	3371396	752773	210137973	13672366	2	6	5	4	7	syntactic	0	0
9154239	anim-anim	banker	that	author	admire	lies	GDLD_C_sing_syntactic	The banker that the author admire lies.	1	8000768228	5135467	99092074	6461497	48941300	4	6	6	6	4	syntactic	0	0
1340445	anim-inanim	authors	near	buses	love	studying	GSLD_plur_semantic	The authors near the buses love studying.	0	154954539	42845288	4213326	210137973	19754110	4	7	5	4	8	semantic	0	0
8670353	anim-anim	authors	that	teachers	loves	run	GDLD_C_plur_syntactic	The authors that the teachers loves run.	1	8000768228	42845288	73279702	12028067	109873076	4	7	8	5	3	syntactic	0	0
3129444	anim-anim	barbers	beside	teacher	hate	cooking	GSLD_plur_syntactic	The barbers beside the teacher hate cooking.	0	29718597	607437	74147301	16538862	13672366	6	7	7	4	7	syntactic	0	0
3819326	anim-anim	bankers	beside	barber	like	cycling	GSLD_plur_syntactic	The bankers beside the barber like cycling.	0	29718597	6179440	4668021	709849832	2334761	6	7	6	4	7	syntactic	0	0
307089	anim-anim	authors	that	farmers	hate	study	GSLS_C_plur_syntactic	The authors that the farmers hate study.	0	8000768228	42845288	33753767	16538862	251146114	4	7	7	4	5	syntactic	0	0
