	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1423823	inanim-anim	vans	by	doctors	hate	driving	GDLS_plur_semantic	The vans by the doctors hate driving.	1	4703106084	963840	19521968	16538862	25592961	2	4	7	4	7	semantic	0	0
3692294	anim-anim	chefs	beside	banker	like	knitting	GSLD_plur_syntactic	The chefs beside the banker like knitting.	0	29718597	752773	5135467	709849832	2033048	6	5	6	4	8	syntactic	39	0
4071468	anim-anim	teacher	by	dentists	loves	spinning	GSLD_sing_syntactic	The teacher by the dentists loves spinning.	0	4703106084	74147301	1487700	12028067	6978676	2	7	8	5	8	syntactic	0	0
4348257	anim-anim	farmers	that	nurse	hate	laugh	GSLD_C_plur_syntactic	The farmers that the nurse hate laugh.	1	8000768228	33753767	23875250	16538862	18161896	4	7	5	4	5	syntactic	0	0
1333445	inanim-inanim	tractor	beside	crane	honks	noisily	GSLS_sing_semantic	The tractor beside the crane honks noisily.	0	29718597	3282135	5664326	0	807804	6	7	5	5	7	semantic	0	0
9259041	anim-anim	tailor	that	banker	love	dies	GDLD_C_sing_syntactic	The tailor that the banker love dies.	1	8000768228	3371396	5135467	210137973	11810645	4	6	6	4	4	syntactic	0	0
6975721	anim-anim	vet	that	dentists	admire	arrives	GDLS_C_sing_syntactic	The vet that the dentists admire arrives.	0	8000768228	2597895	1487700	6461497	6366129	4	3	8	6	7	syntactic	0	0
1549736	inanim-inanim	scooter	beside	jeep	loves	farming	GDLD_sing_semantic	The scooter beside the jeep loves farming.	1	29718597	405037	2009598	12028067	15602571	6	7	4	5	7	semantic	0	0
1498689	anim-anim	actors	that	judges	love	smile	GSLS_C_plur_syntactic	The actors that the judges love smile.	0	8000768228	18120032	24677643	210137973	32358171	4	6	6	4	5	syntactic	0	0
6246412	anim-anim	tailors	near	actor	likes	walking	GDLS_plur_syntactic	The tailors near the actor likes walking.	1	154954539	1121681	14665285	9285296	30746983	4	7	5	5	7	syntactic	0	0
6076353	anim-anim	judges	that	lawyer	likes	cough	GDLS_C_plur_syntactic	The judges that the lawyer likes cough.	0	8000768228	24677643	21493788	9285296	5632779	4	6	6	5	5	syntactic	0	0
1403924	anim-inanim	farmers	by	trucks	smash	loudly	GDLS_plur_semantic	The farmers by the trucks smash loudly.	1	4703106084	33753767	6808013	1655337	5998778	2	7	6	5	6	semantic	0	0
1193185	anim-anim	athlete	that	chef	likes	sits	GSLS_C_sing_syntactic	The athlete that the chef likes sits.	0	8000768228	3419291	2470923	9285296	8154939	4	7	4	5	4	syntactic	0	0
8494683	anim-anim	pilot	that	doctor	admire	studies	GDLD_C_sing_syntactic	The pilot that the doctor admire studies.	1	8000768228	16262831	52110730	6461497	159772512	4	5	6	6	7	syntactic	0	0
1509046	anim-anim	waiters	beside	painters	skid	abruptly	GDLD_plur_semantic	The waiters beside the painters skid abruptly.	1	29718597	1363954	7084827	816187	7262021	6	7	8	4	8	semantic	0	0
2324722	anim-anim	dentists	near	waiters	love	skiing	GSLS_plur_syntactic	The dentists near the waiters love skiing.	0	154954539	1487700	1363954	210137973	1934331	4	8	7	4	6	syntactic	0	0
474536	anim-anim	nurses	near	teachers	like	painting	GSLS_plur_syntactic	The nurses near the teachers like painting.	0	154954539	14176931	73279702	709849832	32738623	4	6	8	4	8	syntactic	0	100
1533950	inanim-inanim	cars	near	taxis	like	walking	GDLD_plur_semantic	The cars near the taxis like walking.	1	154954539	24371897	1073931	709849832	30746983	4	4	5	4	7	semantic	130	0
1572417	anim-anim	vets	that	judges	love	smile	GSLS_C_plur_syntactic	The vets that the judges love smile.	0	8000768228	262330	24677643	210137973	32358171	4	4	6	4	5	syntactic	0	0
1377496	anim-inanim	baker	near	van	dislikes	climbing	GSLD_sing_semantic	The baker near the van dislikes climbing.	0	154954539	13610150	54213864	1451937	7755370	4	5	3	8	8	semantic	0	0
1399308	inanim-anim	vans	by	authors	crash	loudly	GSLD_plur_semantic	The vans by the authors crash loudly.	0	4703106084	963840	42845288	6995312	5998778	2	4	7	5	6	semantic	0	0
9919054	anim-anim	plumbers	by	nurses	hates	camping	GDLD_plur_syntactic	The plumbers by the nurses hates camping.	1	4703106084	543869	14176931	2416713	3430548	2	8	6	5	7	syntactic	0	0
1329052	inanim-inanim	car	near	jeep	skids	loudly	GSLS_sing_semantic	The car near the jeep skids loudly.	0	154954539	71566944	2009598	250523	5998778	4	3	4	5	6	semantic	31	0
9659937	anim-anim	tailors	that	dentists	loves	leave	GDLD_C_plur_syntactic	The tailors that the dentists loves leave.	1	8000768228	1121681	1487700	12028067	111442661	4	7	8	5	5	syntactic	0	0
3497073	anim-anim	baker	that	authors	dislikes	moves	GSLD_C_sing_syntactic	The baker that the authors dislikes moves.	1	8000768228	13610150	42845288	1451937	24787121	4	5	7	8	5	syntactic	0	0
7009841	anim-anim	lawyers	that	judge	likes	cry	GDLS_C_plur_syntactic	The lawyers that the judge likes cry.	0	8000768228	15702570	63704000	9285296	24708519	4	7	5	5	3	syntactic	0	0
9223242	anim-anim	dentist	by	banker	dislike	studying	GDLD_sing_syntactic	The dentist by the banker dislike studying.	1	4703106084	3198534	5135467	6703610	19754110	2	7	6	7	8	syntactic	0	0
10708908	anim-anim	painters	by	vets	dislikes	spinning	GDLD_plur_syntactic	The painters by the vets dislikes spinning.	1	4703106084	7084827	262330	1451937	6978676	2	8	4	8	8	syntactic	0	0
1330976	inanim-inanim	vans	near	tractors	brake	loudly	GSLS_plur_semantic	The vans near the tractors brake loudly.	0	154954539	963840	1908544	4685005	5998778	4	4	8	5	6	semantic	0	0
3574134	anim-anim	painter	by	authors	likes	knitting	GSLD_sing_syntactic	The painter by the authors likes knitting.	0	4703106084	13065194	42845288	9285296	2033048	2	7	7	5	8	syntactic	0	0
4900110	anim-anim	doctors	beside	tailor	hate	cycling	GSLD_plur_syntactic	The doctors beside the tailor hate cycling.	0	29718597	19521968	3371396	16538862	2334761	6	7	6	4	7	syntactic	0	0
1455237	inanim-anim	truck	beside	author	hates	boxing	GDLS_sing_semantic	The truck beside the author hates boxing.	1	29718597	14274010	99092074	2416713	2262574	6	5	6	5	6	semantic	0	0
1975858	anim-anim	barber	beside	pilot	knows	spanish	GSLS_sing_syntactic	The barber beside the pilot knows Spanish.	0	29718597	4668021	16262831	50729807	51657368	6	6	5	5	7	syntactic	0	0
1343481	anim-inanim	doctors	by	taxis	like	skiing	GSLD_plur_semantic	The doctors by the taxis like skiing.	0	4703106084	19521968	1073931	709849832	1934331	2	7	5	4	6	semantic	82	0
1238065	anim-anim	author	that	chef	hates	moves	GSLS_C_sing_syntactic	The author that the chef hates moves.	0	8000768228	99092074	2470923	2416713	24787121	4	6	4	5	5	syntactic	0	0
5683064	anim-anim	plumbers	near	doctor	loves	acting	GDLS_plur_syntactic	The plumbers near the doctor loves acting.	1	154954539	543869	52110730	12028067	38536231	4	8	6	5	6	syntactic	0	0
6395306	anim-anim	vet	beside	authors	like	boxing	GDLS_sing_syntactic	The vet beside the authors like boxing.	1	29718597	2597895	42845288	709849832	2262574	6	3	7	4	6	syntactic	0	84
1327706	inanim-inanim	cars	near	trucks	honk	twice	GSLS_plur_semantic	The cars near the trucks honk twice.	0	154954539	24371897	6808013	186601	36389658	4	4	6	4	5	semantic	0	0
3888865	anim-anim	vets	that	barber	hate	die	GSLD_C_plur_syntactic	The vets that the barber hate die.	1	8000768228	262330	4668021	16538862	104147370	4	4	6	4	3	syntactic	0	0
688116	anim-anim	teacher	near	actor	loves	cooking	GSLS_sing_syntactic	The teacher near the actor loves cooking.	0	154954539	74147301	14665285	12028067	13672366	4	7	5	5	7	syntactic	0	0
1411168	inanim-anim	car	near	baker	dislikes	farming	GDLS_sing_semantic	The car near the baker dislikes farming.	1	154954539	71566944	13610150	1451937	15602571	4	3	5	8	7	semantic	0	0
6499473	anim-anim	nurse	that	bankers	hate	prays	GDLS_C_sing_syntactic	The nurse that the bankers hate prays.	0	8000768228	23875250	6179440	16538862	1506735	4	5	7	4	5	syntactic	0	0
8383494	anim-anim	teacher	beside	doctor	love	knitting	GDLD_sing_syntactic	The teacher beside the doctor love knitting.	1	29718597	74147301	52110730	210137973	2033048	6	7	6	4	8	syntactic	0	0
1368770	anim-inanim	farmer	by	tractor	knows	english	GSLD_sing_semantic	The farmer by the tractor knows English.	0	4703106084	20568429	3282135	50729807	195298116	2	6	7	5	7	semantic	0	0
9786097	anim-anim	plumbers	that	judges	loves	lie	GDLD_C_plur_syntactic	The plumbers that the judges loves lie.	1	8000768228	543869	24677643	12028067	44672168	4	8	6	5	3	syntactic	0	0
3659057	anim-anim	lawyer	that	bankers	loves	cries	GSLD_C_sing_syntactic	The lawyer that the bankers loves cries.	1	8000768228	21493788	6179440	12028067	9051102	4	6	7	5	5	syntactic	0	0
1528302	inanim-inanim	taxi	by	bus	likes	walking	GDLD_sing_semantic	The taxi by the bus likes walking.	1	4703106084	4478068	19370874	9285296	30746983	2	4	3	5	7	semantic	0	0
7255052	anim-anim	athlete	by	painters	like	walking	GDLS_sing_syntactic	The athlete by the painters like walking.	1	4703106084	3419291	7084827	709849832	30746983	2	7	8	4	7	syntactic	23	44
