	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
9286671	anim-anim	author	that	banker	admire	cries	GDLD_C_sing_syntactic	The author that the banker admire cries.	1	8000768228	99092074	5135467	6461497	9051102	4	6	6	6	5	syntactic	0	0
6313777	anim-anim	lawyers	that	author	hates	cry	GDLS_C_plur_syntactic	The lawyers that the author hates cry.	0	8000768228	15702570	99092074	2416713	24708519	4	7	6	5	3	syntactic	0	0
6785905	anim-anim	painter	that	chefs	dislike	moves	GDLS_C_sing_syntactic	The painter that the chefs dislike moves.	0	8000768228	13065194	752773	6703610	24787121	4	7	5	7	5	syntactic	0	0
5223921	anim-anim	chef	that	vets	likes	sneezes	GSLD_C_sing_syntactic	The chef that the vets likes sneezes.	1	8000768228	2470923	262330	9285296	134227	4	4	4	5	7	syntactic	0	0
1872514	anim-anim	doctors	near	pilots	hate	skiing	GSLS_plur_syntactic	The doctors near the pilots hate skiing.	0	154954539	19521968	5455700	16538862	1934331	4	7	6	4	6	syntactic	0	0
1375129	anim-inanim	author	beside	scooter	dislikes	skiing	GSLD_sing_semantic	The author beside the scooter dislikes skiing.	0	29718597	99092074	405037	1451937	1934331	6	6	7	8	6	semantic	0	0
2147606	anim-anim	teacher	beside	tailor	dislikes	knitting	GSLS_sing_syntactic	The teacher beside the tailor dislikes knitting.	0	29718597	74147301	3371396	1451937	2033048	6	7	6	8	8	syntactic	0	0
1328418	inanim-inanim	tractor	by	truck	brakes	abruptly	GSLS_sing_semantic	The tractor by the truck brakes abruptly.	0	4703106084	3282135	14274010	2506876	7262021	2	7	5	6	8	semantic	0	0
5846933	anim-anim	barbers	that	farmer	knows	run	GDLS_C_plur_syntactic	The barbers that the farmer knows run.	0	8000768228	607437	20568429	50729807	109873076	4	7	6	5	3	syntactic	0	0
5529985	anim-anim	painter	that	bakers	dislike	swims	GDLS_C_sing_syntactic	The painter that the bakers dislike swims.	0	8000768228	13065194	997597	6703610	692721	4	7	6	7	5	syntactic	0	0
1391334	inanim-anim	tractors	near	bakers	brake	abruptly	GSLD_plur_semantic	The tractors near the bakers brake abruptly.	0	154954539	1908544	997597	4685005	7262021	4	8	6	5	8	semantic	0	0
1700689	anim-anim	waiters	that	nurses	dislike	run	GSLS_C_plur_syntactic	The waiters that the nurses dislike run.	0	8000768228	1363954	14176931	6703610	109873076	4	7	6	7	3	syntactic	0	0
1569800	inanim-inanim	car	beside	van	admires	beauty	GDLD_sing_semantic	The car beside the van admires beauty.	1	29718597	71566944	54213864	929819	48841623	6	3	3	7	6	semantic	0	0
1420732	inanim-anim	trucks	near	doctors	hate	painting	GDLS_plur_semantic	The trucks near the doctors hate painting.	1	154954539	6808013	19521968	16538862	32738623	4	6	7	4	8	semantic	0	0
7921482	anim-anim	tailors	near	waiter	loves	boxing	GDLS_plur_syntactic	The tailors near the waiter loves boxing.	1	154954539	1121681	3340926	12028067	2262574	4	7	6	5	6	syntactic	0	0
2655441	anim-anim	athletes	that	baker	love	turn	GSLD_C_plur_syntactic	The athletes that the baker love turn.	1	8000768228	4726603	13610150	210137973	134505772	4	8	5	4	4	syntactic	0	0
8702705	anim-anim	judges	that	teachers	dislikes	lie	GDLD_C_plur_syntactic	The judges that the teachers dislikes lie.	1	8000768228	24677643	73279702	1451937	44672168	4	6	8	8	3	syntactic	0	0
9516250	anim-anim	pilots	beside	chefs	dislikes	hunting	GDLD_plur_syntactic	The pilots beside the chefs dislikes hunting.	1	29718597	5455700	752773	1451937	19801295	6	6	5	8	7	syntactic	0	0
4324248	anim-anim	waiter	by	judges	admires	loyalty	GSLD_sing_syntactic	The waiter by the judges admires loyalty.	0	4703106084	3340926	24677643	929819	15810585	2	6	6	7	7	syntactic	0	0
1810721	anim-anim	pilot	that	painter	hates	laughs	GSLS_C_sing_syntactic	The pilot that the painter hates laughs.	0	8000768228	16262831	13065194	2416713	2942362	4	5	7	5	6	syntactic	0	0
1403531	anim-inanim	athletes	by	trucks	crash	suddenly	GDLS_plur_semantic	The athletes by the trucks crash suddenly.	1	4703106084	4726603	6808013	6995312	58025537	2	8	6	5	8	semantic	0	0
1352337	anim-inanim	teachers	by	trucks	dislike	fencing	GSLD_plur_semantic	The teachers by the trucks dislike fencing.	0	4703106084	73279702	6808013	6703610	1887055	2	8	6	7	7	semantic	0	0
1333618	inanim-inanim	cars	beside	cranes	skid	abruptly	GSLS_plur_semantic	The cars beside the cranes skid abruptly.	0	29718597	24371897	1511645	816187	7262021	6	4	6	4	8	semantic	0	0
8386593	anim-anim	teachers	that	doctors	loves	laugh	GDLD_C_plur_syntactic	The teachers that the doctors loves laugh.	1	8000768228	73279702	19521968	12028067	18161896	4	8	7	5	5	syntactic	0	0
1331687	inanim-inanim	truck	beside	scooter	crashes	suddenly	GSLS_sing_semantic	The truck beside the scooter crashes suddenly.	0	29718597	14274010	405037	1060077	58025537	6	5	7	7	8	semantic	0	0
