	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1418456	inanim-anim	cars	beside	doctors	hate	farming	GDLS_plur_semantic	The cars beside the doctors hate farming.	1	29718597	24371897	19521968	16538862	15602571	6	4	7	4	7	semantic	0	0
1484325	anim-anim	pilots	by	actors	brake	noisily	GDLD_plur_semantic	The pilots by the actors brake noisily.	1	4703106084	5455700	18120032	4685005	807804	2	6	6	5	7	semantic	0	0
1570401	anim-anim	vet	that	judge	hates	sits	GSLS_C_sing_syntactic	The vet that the judge hates sits.	0	8000768228	2597895	63704000	2416713	8154939	4	3	5	5	4	syntactic	0	0
783933	anim-anim	judges	that	actors	know	sneeze	GSLS_C_plur_syntactic	The judges that the actors know sneeze.	0	8000768228	24677643	18120032	405542218	504411	4	6	6	4	6	syntactic	0	0
7050760	anim-anim	judge	beside	judges	love	acting	GDLS_sing_syntactic	The judge beside the judges love acting.	1	29718597	63704000	24677643	210137973	38536231	6	5	6	4	6	syntactic	0	0
1455314	inanim-anim	truck	near	author	dislikes	dancing	GDLS_sing_semantic	The truck near the author dislikes dancing.	1	154954539	14274010	99092074	1451937	15565681	4	5	6	8	7	semantic	0	0
8407665	anim-anim	banker	that	doctor	like	lies	GDLD_C_sing_syntactic	The banker that the doctor like lies.	1	8000768228	5135467	52110730	709849832	48941300	4	6	6	4	4	syntactic	0	27
947921	anim-anim	farmer	that	banker	hates	prays	GSLS_C_sing_syntactic	The farmer that the banker hates prays.	0	8000768228	20568429	5135467	2416713	1506735	4	6	6	5	5	syntactic	0	0
186833	anim-anim	barbers	that	doctors	hate	study	GSLS_C_plur_syntactic	The barbers that the doctors hate study.	0	8000768228	607437	19521968	16538862	251146114	4	7	7	4	5	syntactic	0	0
6641249	anim-anim	nurses	that	barber	loves	laugh	GDLS_C_plur_syntactic	The nurses that the barber loves laugh.	0	8000768228	14176931	4668021	12028067	18161896	4	6	6	5	5	syntactic	0	0
