	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1685569	anim-anim	plumber	that	nurse	dislikes	arrives	GSLS_C_sing_syntactic	The plumber that the nurse dislikes arrives.	0	8000768228	734834	23875250	1451937	6366129	4	7	5	8	7	syntactic	0	0
5654620	anim-anim	judge	near	doctors	like	spinning	GDLS_sing_syntactic	The judge near the doctors like spinning.	1	154954539	63704000	19521968	709849832	6978676	4	5	7	4	8	syntactic	0	82
10484327	anim-anim	waiters	that	tailors	admires	sneeze	GDLD_C_plur_syntactic	The waiters that the tailors admires sneeze.	1	8000768228	1363954	1121681	929819	504411	4	7	7	7	6	syntactic	0	0
1325984	inanim-inanim	trucks	near	buses	brake	loudly	GSLS_plur_semantic	The trucks near the buses brake loudly.	0	154954539	6808013	4213326	4685005	5998778	4	6	5	5	6	semantic	0	0
1977657	anim-anim	nurses	that	pilots	know	die	GSLS_C_plur_syntactic	The nurses that the pilots know die.	0	8000768228	14176931	5455700	405542218	104147370	4	6	6	4	3	syntactic	0	0
1370513	anim-inanim	baker	beside	scooter	dislikes	skating	GSLD_sing_semantic	The baker beside the scooter dislikes skating.	0	29718597	13610150	405037	1451937	1784648	6	5	7	8	7	semantic	0	0
5178513	anim-anim	doctors	that	vet	love	pray	GSLD_C_plur_syntactic	The doctors that the vet love pray.	1	8000768228	19521968	2597895	210137973	20289141	4	7	3	4	4	syntactic	0	0
5066728	anim-anim	author	by	waiters	loves	yachting	GSLD_sing_syntactic	The author by the waiters loves yachting.	0	4703106084	99092074	1363954	12028067	382785	2	6	7	5	8	syntactic	0	0
5484372	anim-anim	author	beside	bakers	like	dancing	GDLS_sing_syntactic	The author beside the bakers like dancing.	1	29718597	99092074	997597	709849832	15565681	6	6	6	4	7	syntactic	0	0
8988481	anim-anim	plumber	that	actor	hate	swims	GDLD_C_sing_syntactic	The plumber that the actor hate swims.	1	8000768228	734834	14665285	16538862	692721	4	7	5	4	5	syntactic	0	0
5922529	anim-anim	chef	that	teachers	love	dies	GDLS_C_sing_syntactic	The chef that the teachers love dies.	0	8000768228	2470923	73279702	210137973	11810645	4	4	8	4	4	syntactic	0	0
4042637	anim-anim	judge	that	chefs	admires	dies	GSLD_C_sing_syntactic	The judge that the chefs admires dies.	1	8000768228	63704000	752773	929819	11810645	4	5	5	7	4	syntactic	0	0
6339649	anim-anim	barbers	that	author	dislikes	arrive	GDLS_C_plur_syntactic	The barbers that the author dislikes arrive.	0	8000768228	607437	99092074	1451937	19261937	4	7	6	8	6	syntactic	0	0
