	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
8	inanim-inanim	van	near	bus	honks	once	GSLS_sing_semantic	The van near the bus honks once.	0	154954539	54213864	19370874	0	267334111	4	3	3	5	4	semantic
1	anim-anim	farmers	beside	barber	avoids	driving	GDLS_C_plur_syntactic	The farmers that the barber avoids die.	0	29718597	33753767	4668021	3608938	25592961	6	7	6	6	7	syntactic
4	anim-anim	judges	beside	plumbers	hates	cooking	GDLD_C_plur_syntactic	The judges that the plumbers hates arrive.	1	29718597	24677643	543869	2416713	13672366	6	6	8	5	7	syntactic
5	inanim-anim	truck	by	actor	honks	loudly	GSLD_sing_semantic	The truck by the actor honks loudly.	0	4703106084	14274010	14665285	0	5998778	2	5	5	5	6	semantic
6	inanim-inanim	buses	by	taxis	like	dancing	GDLD_plur_semantic	The buses by the taxis like dancing.	1	4703106084	4213326	1073931	709849832	15565681	2	5	5	4	7	semantic
4	anim-anim	athletes	near	barbers	like	shopping	GSLS_C_plur_syntactic	The athletes that the barbers like sit.	0	154954539	4726603	607437	709849832	11206466	4	8	7	4	8	syntactic
6	anim-anim	baker	by	vet	detest	camping	GDLD_C_sing_syntactic	The baker that the vet detest sits.	1	4703106084	13610150	2597895	740903	3430548	2	5	3	6	7	syntactic
1	anim-anim	banker	beside	author	honks	once	GDLD_sing_semantic	The banker beside the author honks once.	1	29718597	5135467	99092074	0	267334111	6	6	6	5	4	semantic
2	anim-anim	judges	near	teacher	love	skiing	GSLD_C_plur_syntactic	The judges that the teacher love sit.	1	154954539	24677643	74147301	210137973	1934331	4	6	7	4	6	syntactic
2	anim-anim	chef	beside	bakers	love	fencing	GDLS_C_sing_syntactic	The chef that the bakers love dies.	0	29718597	2470923	997597	210137973	1887055	6	4	6	4	7	syntactic
3	inanim-anim	cars	near	tailors	leak	abruptly	GSLD_plur_semantic	The cars near the tailors leak abruptly.	0	154954539	24371897	1121681	3272091	7262021	4	4	7	4	8	semantic
0	anim-anim	painters	near	barbers	likes	shopping	GDLD_C_plur_syntactic	The painters that the barbers likes pray.	1	154954539	7084827	607437	9285296	11206466	4	8	7	5	8	syntactic
4	anim-anim	waiter	beside	builder	loves	painting	GSLS_sing_semantic	The waiter beside the builder loves painting.	0	29718597	3340926	4915470	12028067	32738623	6	6	7	5	8	semantic
0	inanim-inanim	tractor	beside	truck	prefers	skating	GDLD_sing_semantic	The tractor beside the truck prefers skating.	1	29718597	3282135	14274010	4149558	1784648	6	7	5	7	7	semantic
4	anim-anim	actor	by	painter	avoids	boxing	GSLS_sing_syntactic	The actor by the painter avoids boxing.	0	4703106084	14665285	13065194	3608938	2262574	2	5	7	6	6	syntactic
2	anim-anim	vet	by	actor	detest	bowling	GDLD_sing_syntactic	The vet by the actor detest bowling.	1	4703106084	2597895	14665285	740903	2476732	2	3	5	6	7	syntactic
9	anim-inanim	athletes	by	vans	detest	spinning	GSLD_plur_semantic	The athletes by the vans detest spinning.	0	4703106084	4726603	963840	740903	6978676	2	8	4	6	8	semantic
8	anim-anim	doctors	beside	judges	loves	studying	GDLD_plur_syntactic	The doctors beside the judges loves studying.	1	29718597	19521968	24677643	12028067	19754110	6	7	6	5	8	syntactic
