	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
3487385	anim-anim	waiters	that	actor	admire	cough	GSLD_C_plur_syntactic	The waiters that the actor admire cough.	1	8000768228	1363954	14665285	6461497	5632779	4	7	5	6	5	syntactic	0	0
417054	anim-anim	farmer	beside	teacher	loves	camping	GSLS_sing_syntactic	The farmer beside the teacher loves camping.	0	29718597	20568429	74147301	12028067	3430548	6	6	7	5	7	syntactic	0	0
9342812	anim-anim	banker	by	barber	hate	spinning	GDLD_sing_syntactic	The banker by the barber hate spinning.	1	4703106084	5135467	4668021	16538862	6978676	2	6	6	4	8	syntactic	0	0
7163312	anim-anim	authors	near	nurse	hates	fishing	GDLS_plur_syntactic	The authors near the nurse hates fishing.	1	154954539	42845288	23875250	2416713	21745307	4	7	5	5	7	syntactic	0	0
4304593	anim-anim	vet	that	judges	hates	turns	GSLD_C_sing_syntactic	The vet that the judges hates turns.	1	8000768228	2597895	24677643	2416713	29719923	4	3	6	5	5	syntactic	0	0
3248224	anim-anim	actor	near	lawyers	dislikes	climbing	GSLD_sing_syntactic	The actor near the lawyers dislikes climbing.	0	154954539	14665285	15702570	1451937	7755370	4	5	7	8	8	syntactic	0	0
2372601	anim-anim	actors	that	waiters	know	die	GSLS_C_plur_syntactic	The actors that the waiters know die.	0	8000768228	18120032	1363954	405542218	104147370	4	6	7	4	3	syntactic	0	0
1391544	inanim-anim	van	near	baker	skids	loudly	GSLD_sing_semantic	The van near the baker skids loudly.	0	154954539	54213864	13610150	250523	5998778	4	3	5	5	6	semantic	0	0
1328017	inanim-inanim	cars	by	trucks	smash	noisily	GSLS_plur_semantic	The cars by the trucks smash noisily.	0	4703106084	24371897	6808013	1655337	807804	2	4	6	5	7	semantic	0	0
3239338	anim-anim	teachers	by	lawyer	dislike	hunting	GSLD_plur_syntactic	The teachers by the lawyer dislike hunting.	0	4703106084	73279702	21493788	6703610	19801295	2	8	6	7	7	syntactic	0	0
924813	anim-anim	nurse	that	author	admires	dies	GSLS_C_sing_syntactic	The nurse that the author admires dies.	0	8000768228	23875250	99092074	929819	11810645	4	5	6	7	4	syntactic	0	0
386834	anim-anim	painter	near	farmer	knows	russian	GSLS_sing_syntactic	The painter near the farmer knows Russian.	0	154954539	13065194	20568429	50729807	53427209	4	7	6	5	7	syntactic	0	0
7518305	anim-anim	doctor	that	pilots	know	swims	GDLS_C_sing_syntactic	The doctor that the pilots know swims.	0	8000768228	52110730	5455700	405542218	692721	4	6	6	4	5	syntactic	34	0
3205206	anim-anim	dentists	beside	teacher	admire	modesty	GSLD_plur_syntactic	The dentists beside the teacher admire modesty.	0	29718597	1487700	74147301	6461497	4114868	6	8	7	6	7	syntactic	0	0
1271905	anim-anim	nurses	that	chefs	hate	leave	GSLS_C_plur_syntactic	The nurses that the chefs hate leave.	0	8000768228	14176931	752773	16538862	111442661	4	6	5	4	5	syntactic	0	0
10670598	anim-anim	bankers	by	vets	loves	sailing	GDLD_plur_syntactic	The bankers by the vets loves sailing.	1	4703106084	6179440	262330	12028067	8731451	2	7	4	5	7	syntactic	0	0
9333522	anim-anim	actors	near	barbers	hates	fencing	GDLD_plur_syntactic	The actors near the barbers hates fencing.	1	154954539	18120032	607437	2416713	1887055	4	6	7	5	7	syntactic	0	0
9144844	anim-anim	farmer	beside	author	know	english	GDLD_sing_syntactic	The farmer beside the author know English.	1	29718597	20568429	99092074	405542218	195298116	6	6	6	4	7	syntactic	0	0
1368200	anim-inanim	author	by	tractor	dislikes	climbing	GSLD_sing_semantic	The author by the tractor dislikes climbing.	0	4703106084	99092074	3282135	1451937	7755370	2	6	7	8	8	semantic	0	0
1465944	inanim-anim	taxis	by	bankers	know	english	GDLS_plur_semantic	The taxis by the bankers know English.	1	4703106084	1073931	6179440	405542218	195298116	2	5	7	4	7	semantic	0	0
1331569	inanim-inanim	taxi	near	scooter	smashes	noisily	GSLS_sing_semantic	The taxi near the scooter smashes noisily.	0	154954539	4478068	405037	177467	807804	4	4	7	7	7	semantic	0	0
8305841	anim-anim	nurse	that	baker	like	lies	GDLD_C_sing_syntactic	The nurse that the baker like lies.	1	8000768228	23875250	13610150	709849832	48941300	4	5	5	4	4	syntactic	0	0
1337344	anim-inanim	farmers	by	buses	love	climbing	GSLD_plur_semantic	The farmers by the buses love climbing.	0	4703106084	33753767	4213326	210137973	7755370	2	7	5	4	8	semantic	0	0
6288670	anim-anim	bakers	by	author	loves	driving	GDLS_plur_syntactic	The bakers by the author loves driving.	1	4703106084	997597	99092074	12028067	25592961	2	6	6	5	7	syntactic	0	0
1496771	anim-anim	tailors	by	chefs	crash	suddenly	GDLD_plur_semantic	The tailors by the chefs crash suddenly.	1	4703106084	1121681	752773	6995312	58025537	2	7	5	5	8	semantic	0	0
1586945	anim-anim	dentist	that	judge	admires	smiles	GSLS_C_sing_syntactic	The dentist that the judge admires smiles.	0	8000768228	3198534	63704000	929819	5542164	4	7	5	7	6	syntactic	0	0
2772369	anim-anim	vets	that	baker	hate	pray	GSLD_C_plur_syntactic	The vets that the baker hate pray.	1	8000768228	262330	13610150	16538862	20289141	4	4	5	4	4	syntactic	0	0
551796	anim-anim	farmers	beside	lawyers	like	gambling	GSLS_plur_syntactic	The farmers beside the lawyers like gambling.	0	29718597	33753767	15702570	709849832	6130169	6	7	7	4	8	syntactic	101	78
7582609	anim-anim	authors	that	plumber	dislikes	pray	GDLS_C_plur_syntactic	The authors that the plumber dislikes pray.	0	8000768228	42845288	734834	1451937	20289141	4	7	7	8	4	syntactic	0	0
1327394	inanim-inanim	tractors	near	taxis	crash	abruptly	GSLS_plur_semantic	The tractors near the taxis crash abruptly.	0	154954539	1908544	1073931	6995312	7262021	4	8	5	5	8	semantic	0	0
1406502	anim-inanim	teacher	near	tractor	brakes	abruptly	GDLS_sing_semantic	The teacher near the tractor brakes abruptly.	1	154954539	74147301	3282135	2506876	7262021	4	7	7	6	8	semantic	0	0
10216411	anim-anim	dentist	that	pilot	admire	studies	GDLD_C_sing_syntactic	The dentist that the pilot admire studies.	1	8000768228	3198534	16262831	6461497	159772512	4	7	5	6	7	syntactic	0	0
9273825	anim-anim	vets	that	bankers	likes	leave	GDLD_C_plur_syntactic	The vets that the bankers likes leave.	1	8000768228	262330	6179440	9285296	111442661	4	4	7	5	5	syntactic	0	0
632430	anim-anim	tailors	by	lawyers	love	cycling	GSLS_plur_syntactic	The tailors by the lawyers love cycling.	0	4703106084	1121681	15702570	210137973	2334761	2	7	7	4	7	syntactic	0	0
